Track_ID,Track_Name,Track_Artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6kbIemHzAcnM60eHdrUI4u,Düldül,"['Mabel Matiz', 'Melike Şahin']",0.562,0.859,5,-6.535,0,0.0331,0.0372,3.48e-06,0.0953,0.853,157.954,265800,4
0mYqW8vhiw9rgwSwB21JQz,Canın Sağ Olsun,"['Semicenk', 'Rast']",0.619,0.686,7,-9.631,0,0.0303,0.0683,0.00117,0.437,0.557,120.011,180000,4
5LOnarDCzVh4YcN7EOTzRC,IMPARATOR,['Sefo'],0.859,0.801,1,-6.081,0,0.14,0.272,0.00462,0.111,0.694,119.964,129947,4
4mGcrLq0JSjumS1GyyQOYj,Olmuşum Leyla,['Buray'],0.63,0.665,4,-6.654,0,0.284,0.143,0.0,0.239,0.323,177.995,172154,4
12XZhrRvfr7FiGN2Tv6mdU,RESTORAN,['Motive'],0.614,0.455,4,-10.389,0,0.293,0.68,7.61e-05,0.289,0.468,103.113,155534,4
6MUv30zouC8LeRCB2VCcK3,Manolya,"['Kurtuluş Kuş', 'Burak Bulut']",0.603,0.645,9,-6.392,0,0.138,0.467,0.0,0.12,0.396,91.004,185960,4
232LbugfZaCUwq82xiELtd,BAYBAY,['BLOK3'],0.724,0.569,3,-10.431,0,0.135,0.216,0.00232,0.152,0.775,145.009,191276,4
5UV2oqgMXvlkOvvtK3aT7f,Bir Derdim Var,['mor ve ötesi'],0.586,0.89,11,-1.988,0,0.0369,0.012,0.00508,0.114,0.426,119.062,204320,4
0Y4mwQ4z0Voplgh7o2OZYm,ELLERİM BOŞ,['M Lisa'],0.603,0.39,4,-9.465,0,0.0877,0.713,0.0,0.115,0.272,119.392,124000,4
13THdxqHT11aSk3G8nUDzZ,Altüst Olmuşum,['Mavi Gri'],0.479,0.527,9,-11.482,0,0.0271,0.247,4.32e-06,0.243,0.245,82.933,202425,4
2PaQb8AtQqIxawPA2O7Vaw,Celladına Aşık,['Kubilay Karça'],0.494,0.672,1,-6.432,0,0.0412,0.228,0.000207,0.09,0.386,96.011,201562,4
006oGnrSZevqZTimsD2oh4,Diva Yorgun,['Melike Şahin'],0.616,0.882,5,-6.568,1,0.0894,0.329,1.76e-06,0.191,0.639,134.046,259704,4
26h7iVBq3DSR9ex0BpT8GO,LACIVERT,"['Motive', 'Pango']",0.464,0.487,3,-11.477,0,0.0836,0.808,0.000826,0.108,0.302,109.423,235800,4
3miwaS9uZ7pZHi1zNyLGi0,Tövbe,['Derya Bedavacı'],0.675,0.739,9,-4.923,0,0.0717,0.217,0.0,0.281,0.421,141.932,192167,4
1G4xPTSdWG5oRdmmnOC7cS,Hoşçakal,['Ati242'],0.75,0.78,7,-5.691,0,0.212,0.0366,0.00508,0.475,0.367,140.09,190977,4
6iDXzCkxKklISwvWbPz8Lv,Hele Bi (Club Version),['Alişan'],0.77,0.706,11,-3.882,0,0.0804,0.0256,0.0,0.0488,0.873,105.013,243800,4
